PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"31041344","National and International Dimensions of Human Immunodeficiency Virus-1 Sequence Clusters in a Northern California Clinical Cohort","Rhee SY, Magalis BR, Hurley L, Silverberg MJ, Marcus JL, Slome S, Kosakovsky Pond SL, Shafer RW.","Open Forum Infect Dis. 2019 Mar 14;6(4):ofz135. doi: 10.1093/ofid/ofz135. eCollection 2019 Apr.","Rhee SY","Open Forum Infect Dis","2019","2019/05/02","PMC6483754",',"10.1093/ofid/ofz135"
"31951607","A new method for inferring timetrees from temporally sampled molecular sequences","Miura S, Tamura K, Tao Q, Huuki LA, Kosakovsky Pond SL, Priest J, Deng J, Kumar S.","PLoS Comput Biol. 2020 Jan 17;16(1):e1007046. doi: 10.1371/journal.pcbi.1007046. eCollection 2020 Jan.","Miura S","PLoS Comput Biol","2020","2020/01/18","PMC7018096",',"10.1371/journal.pcbi.1007046"
"22696444","In vivo VL-targeted microbial superantigen induced global shifts in the B cell repertoire","Grönwall C, Kosakovsky Pond SL, Young JA, Silverman GJ.","J Immunol. 2012 Jul 15;189(2):850-9. doi: 10.4049/jimmunol.1200245. Epub 2012 Jun 13.","Grönwall C","J Immunol","2012","2012/06/15","PMC3598568","NIHMS377165","10.4049/jimmunol.1200245"
"18285715","Antiretroviral drug resistance and risk behavior among recently HIV-infected men who have sex with men","Gorbach PM, Drumright LN, Javanbakht M, Pond SL, Woelk CH, Daar ES, Little SJ.","J Acquir Immune Defic Syndr. 2008 Apr 15;47(5):639-43. doi: 10.1097/QAI.0b013e3181684c3d.","Gorbach PM","J Acquir Immune Defic Syndr","2008","2008/02/21","PMC4153748","NIHMS602728","10.1097/QAI.0b013e3181684c3d"
"39723838","The persistent pool of HIV-1-infected cells is formed episodically during untreated infection","Council OD, Tyers L, Moeser M, Sondgeroth A, Spielvogel E, Richardson BD, Doolabh D, Zhou S, Emery A, Archin NM, Shook-Sa B, Margolis DM, Abdool Karim SS, Kosakovsky Pond S, Garrett N, Abrahams M-R, Joseph SB, Williamson C, Swanstrom R.","J Virol. 2025 Feb 25;99(2):e0097924. doi: 10.1128/jvi.00979-24. Epub 2024 Dec 26.","Council OD","J Virol","2025","2024/12/26","PMC11852786",',"10.1128/jvi.00979-24"
"19956739","An evolutionary model-based algorithm for accurate phylogenetic breakpoint mapping and subtype prediction in HIV-1","Kosakovsky Pond SL, Posada D, Stawiski E, Chappey C, Poon AF, Hughes G, Fearnhill E, Gravenor MB, Leigh Brown AJ, Frost SD.","PLoS Comput Biol. 2009 Nov;5(11):e1000581. doi: 10.1371/journal.pcbi.1000581. Epub 2009 Nov 26.","Kosakovsky Pond SL","PLoS Comput Biol","2009","2009/12/04","PMC2776870",',"10.1371/journal.pcbi.1000581"
"30574123","Combining Phylogenetic and Network Approaches to Identify HIV-1 Transmission Links in San Mateo County, California","Dalai SC, Junqueira DM, Wilkinson E, Mehra R, Kosakovsky Pond SL, Levy V, Israelski D, de Oliveira T, Katzenstein D.","Front Microbiol. 2018 Dec 6;9:2799. doi: 10.3389/fmicb.2018.02799. eCollection 2018.","Dalai SC","Front Microbiol","2018","2018/12/22","PMC6292275",',"10.3389/fmicb.2018.02799"
"19098493","A public health model for the molecular surveillance of HIV transmission in San Diego, California","Smith DM, May SJ, Tweeten S, Drumright L, Pacold ME, Kosakovsky Pond SL, Pesano RL, Lie YS, Richman DD, Frost SD, Woelk CH, Little SJ.","AIDS. 2009 Jan 14;23(2):225-32. doi: 10.1097/QAD.0b013e32831d2a81.","Smith DM","AIDS","2009","2008/12/23","PMC2644048","NIHMS89952","10.1097/QAD.0b013e32831d2a81"
"29924340","Relative Evolutionary Rates in Proteins Are Largely Insensitive to the Substitution Model","Spielman SJ, Kosakovsky Pond SL.","Mol Biol Evol. 2018 Sep 1;35(9):2307-2317. doi: 10.1093/molbev/msy127.","Spielman SJ","Mol Biol Evol","2018","2018/06/21","PMC6107055",',"10.1093/molbev/msy127"
"33791701","Freely accessible ready to use global infrastructure for SARS-CoV-2 monitoring","Maier W, Bray S, van den Beek M, Bouvier D, Coraor N, Miladi M, Singh B, De Argila JR, Baker D, Roach N, Gladman S, Coppens F, Martin DP, Lonie A, Grüning B, Kosakovsky Pond SL, Nekrutenko A.","bioRxiv [Preprint]. 2021 Mar 25:2021.03.25.437046. doi: 10.1101/2021.03.25.437046.","Maier W","bioRxiv","2021","2021/04/01","PMC8010728",',"10.1101/2021.03.25.437046"
"39373506","Positive selection, genetic recombination, and intra-host evolution in novel equine coronavirus genomes and other members of the Embecovirus subgenus","Zehr JD, Kosakovsky Pond SL, Shank SD, McQueary H, Grenier JK, Whittaker GR, Stanhope MJ, Goodman LB.","Microbiol Spectr. 2024 Nov 5;12(11):e0086724. doi: 10.1128/spectrum.00867-24. Epub 2024 Oct 7.","Zehr JD","Microbiol Spectr","2024","2024/10/07","PMC11542594",',"10.1128/spectrum.00867-24"
"21803766","A massively parallel sequencing approach uncovers ancient origins and high genetic variability of endangered Przewalski's horses","Goto H, Ryder OA, Fisher AR, Schultz B, Kosakovsky Pond SL, Nekrutenko A, Makova KD.","Genome Biol Evol. 2011;3:1096-106. doi: 10.1093/gbe/evr067. Epub 2011 Jul 29.","Goto H","Genome Biol Evol","2011","2011/08/02","PMC3194890",',"10.1093/gbe/evr067"
"15858036","Characterization of human immunodeficiency virus type 1 (HIV-1) envelope variation and neutralizing antibody responses during transmission of HIV-1 subtype B","Frost SD, Liu Y, Pond SL, Chappey C, Wrin T, Petropoulos CJ, Little SJ, Richman DD.","J Virol. 2005 May;79(10):6523-7. doi: 10.1128/JVI.79.10.6523-6527.2005.","Frost SD","J Virol","2005","2005/04/29","PMC1091710",',"10.1128/JVI.79.10.6523-6527.2005"
"22589711","Modeling HIV-1 drug resistance as episodic directional selection","Murrell B, de Oliveira T, Seebregts C, Kosakovsky Pond SL, Scheffler K; Southern African Treatment and Resistance Network-SATuRN Consortium.","PLoS Comput Biol. 2012;8(5):e1002507. doi: 10.1371/journal.pcbi.1002507. Epub 2012 May 10.","Murrell B","PLoS Comput Biol","2012","2012/05/17","PMC3349733",',"10.1371/journal.pcbi.1002507"
"26431315","Comparative Analysis of Cell-Associated HIV DNA Levels in Cerebrospinal Fluid and Peripheral Blood by Droplet Digital PCR","de Oliveira MF, Gianella S, Letendre S, Scheffler K, Kosakovsky Pond SL, Smith DM, Strain M, Ellis RJ.","PLoS One. 2015 Oct 2;10(10):e0139510. doi: 10.1371/journal.pone.0139510. eCollection 2015.","de Oliveira MF","PLoS One","2015","2015/10/03","PMC4592012",',"10.1371/journal.pone.0139510"
"31767754","A structural basis for antibody-mediated neutralization of Nipah virus reveals a site of vulnerability at the fusion glycoprotein apex","Avanzato VA, Oguntuyo KY, Escalera-Zamudio M, Gutierrez B, Golden M, Kosakovsky Pond SL, Pryce R, Walter TS, Seow J, Doores KJ, Pybus OG, Munster VJ, Lee B, Bowden TA.","Proc Natl Acad Sci U S A. 2019 Dec 10;116(50):25057-25067. doi: 10.1073/pnas.1912503116. Epub 2019 Nov 25.","Avanzato VA","Proc Natl Acad Sci U S A","2019","2019/11/27","PMC6911215",',"10.1073/pnas.1912503116"
"38978817","The evolution of mammalian Rem2: unraveling the impact of purifying selection and coevolution on protein function, and implications for human disorders","Lucaci AG, Brew WE, Lamanna J, Selberg A, Carnevale V, Moore AR, Kosakovsky Pond SL.","Front Bioinform. 2024 Jun 24;4:1381540. doi: 10.3389/fbinf.2024.1381540. eCollection 2024.","Lucaci AG","Front Bioinform","2024","2024/07/09","PMC11228553",',"10.3389/fbinf.2024.1381540"
"21632754","Detection of minority resistance during early HIV-1 infection: natural variation and spurious detection rather than transmission and evolution of multiple viral variants","Gianella S, Delport W, Pacold ME, Young JA, Choi JY, Little SJ, Richman DD, Kosakovsky Pond SL, Smith DM.","J Virol. 2011 Aug;85(16):8359-67. doi: 10.1128/JVI.02582-10. Epub 2011 Jun 1.","Gianella S","J Virol","2011","2011/06/03","PMC3147985",',"10.1128/JVI.02582-10"
"32068869","Synonymous Site-to-Site Substitution Rate Variation Dramatically Inflates False Positive Rates of Selection Analyses: Ignore at Your Own Peril","Wisotsky SR, Kosakovsky Pond SL, Shank SD, Muse SV.","Mol Biol Evol. 2020 Aug 1;37(8):2430-2439. doi: 10.1093/molbev/msaa037.","Wisotsky SR","Mol Biol Evol","2020","2020/02/19","PMC7403620",',"10.1093/molbev/msaa037"
"18381707","Estimating selection pressures on HIV-1 using phylogenetic likelihood models","Kosakovsky Pond SL, Poon AF, Zárate S, Smith DM, Little SJ, Pillai SK, Ellis RJ, Wong JK, Leigh Brown AJ, Richman DD, Frost SD.","Stat Med. 2008 Oct 15;27(23):4779-89. doi: 10.1002/sim.3192.","Kosakovsky Pond SL","Stat Med","2008","2008/04/03","PMC2634745","NIHMS84351","10.1002/sim.3192"
"25254639","IDEPI: rapid prediction of HIV-1 antibody epitopes and other phenotypic features from sequence data using a flexible machine learning platform","Hepler NL, Scheffler K, Weaver S, Murrell B, Richman DD, Burton DR, Poignard P, Smith DM, Kosakovsky Pond SL.","PLoS Comput Biol. 2014 Sep 25;10(9):e1003842. doi: 10.1371/journal.pcbi.1003842. eCollection 2014 Sep.","Hepler NL","PLoS Comput Biol","2014","2014/09/26","PMC4177671",',"10.1371/journal.pcbi.1003842"
"24049166","Dynamics of viral evolution and neutralizing antibody response after HIV-1 superinfection","Chaillon A, Wagner GA, Hepler NL, Little SJ, Kosakovsky Pond SL, Caballero G, Pacold ME, Phung P, Wrin T, Richman DD, Wertheim JO, Smith DM.","J Virol. 2013 Dec;87(23):12737-44. doi: 10.1128/JVI.02260-13. Epub 2013 Sep 18.","Chaillon A","J Virol","2013","2013/09/20","PMC3838120",',"10.1128/JVI.02260-13"
"21705379","Purifying selection can obscure the ancient age of viral lineages","Wertheim JO, Kosakovsky Pond SL.","Mol Biol Evol. 2011 Dec;28(12):3355-65. doi: 10.1093/molbev/msr170. Epub 2011 Jun 24.","Wertheim JO","Mol Biol Evol","2011","2011/06/28","PMC3247791",',"10.1093/molbev/msr170"
"20371483","The origins of sexually transmitted HIV among men who have sex with men","Butler DM, Delport W, Kosakovsky Pond SL, Lakdawala MK, Cheng PM, Little SJ, Richman DD, Smith DM.","Sci Transl Med. 2010 Feb 10;2(18):18re1. doi: 10.1126/scitranslmed.3000447.","Butler DM","Sci Transl Med","2010","2010/04/08","PMC2945226","NIHMS223570","10.1126/scitranslmed.3000447"
"27174704","Using HIV Sequence and Epidemiologic Data to Assess the Effect of Self-referral Testing for Acute HIV Infection on Incident Diagnoses in San Diego, California","Mehta SR, Murrell B, Anderson CM, Kosakovsky Pond SL, Wertheim JO, Young JA, Freitas L, Richman DD, Mathews WC, Scheffler K, Little SJ, Smith DM.","Clin Infect Dis. 2016 Jul 1;63(1):101-107. doi: 10.1093/cid/ciw161. Epub 2016 May 11.","Mehta SR","Clin Infect Dis","2016","2016/05/14","PMC4901863",',"10.1093/cid/ciw161"
"15509724","A genetic algorithm approach to detecting lineage-specific variation in selection pressure","Pond SL, Frost SD.","Mol Biol Evol. 2005 Mar;22(3):478-85. doi: 10.1093/molbev/msi031. Epub 2004 Oct 27.","Pond SL","Mol Biol Evol","2005","2004/10/29",',',"10.1093/molbev/msi031"
"32355568","Phyloanatomic characterization of the distinct T cell and monocyte contributions to the peripheral blood HIV population within the host","RifeMagalis B, Strickland SL, Shank SD, Autissier P, Schuetz A, Sithinamsuwan P, Lerdlum S, Fletcher JLK, de Souza M, Ananworanich J, Valcour V; Search007 Study Group; Williams KC, Kosakovsky Pond SL, RattoKim S, Salemi M.","Virus Evol. 2020 Apr 27;6(1):veaa005. doi: 10.1093/ve/veaa005. eCollection 2020 Jan.","RifeMagalis B","Virus Evol","2020","2020/05/02","PMC7185683",',"10.1093/ve/veaa005"
"23315327","Phylogenetic relatedness of HIV-1 donor and recipient populations","Wertheim JO, Scheffler K, Choi JY, Smith DM, Kosakovsky Pond SL.","J Infect Dis. 2013 Apr;207(7):1181-2. doi: 10.1093/infdis/jit021. Epub 2013 Jan 11.","Wertheim JO","J Infect Dis","2013","2013/01/15","PMC3583277",',"10.1093/infdis/jit021"
"19955476","Phylogenetic analysis of population-based and deep sequencing data to identify coevolving sites in the nef gene of HIV-1","Poon AF, Swenson LC, Dong WW, Deng W, Kosakovsky Pond SL, Brumme ZL, Mullins JI, Richman DD, Harrigan PR, Frost SD.","Mol Biol Evol. 2010 Apr;27(4):819-32. doi: 10.1093/molbev/msp289. Epub 2009 Dec 2.","Poon AF","Mol Biol Evol","2010","2009/12/04","PMC2877536",',"10.1093/molbev/msp289"
"18039027","An evolutionary-network model reveals stratified interactions in the V3 loop of the HIV-1 envelope","Poon AF, Lewis FI, Pond SL, Frost SD.","PLoS Comput Biol. 2007 Nov;3(11):e231. doi: 10.1371/journal.pcbi.0030231. Epub 2007 Oct 11.","Poon AF","PLoS Comput Biol","2007","2007/11/28","PMC2082504",',"10.1371/journal.pcbi.0030231"
"18562270","Spidermonkey: rapid detection of co-evolving sites using Bayesian graphical models","Poon AF, Lewis FI, Frost SD, Kosakovsky Pond SL.","Bioinformatics. 2008 Sep 1;24(17):1949-50. doi: 10.1093/bioinformatics/btn313. Epub 2008 Jun 18.","Poon AF","Bioinformatics","2008","2008/06/20","PMC2732215",',"10.1093/bioinformatics/btn313"
"23064000","A counting renaissance: combining stochastic mapping and empirical Bayes to quickly detect amino acid sites under positive selection","Lemey P, Minin VN, Bielejec F, Kosakovsky Pond SL, Suchard MA.","Bioinformatics. 2012 Dec 15;28(24):3248-56. doi: 10.1093/bioinformatics/bts580. Epub 2012 Oct 12.","Lemey P","Bioinformatics","2012","2012/10/16","PMC3579240",',"10.1093/bioinformatics/bts580"
"23468492","Identification of an HIV-1 clade A envelope that exhibits broad antigenicity and neutralization sensitivity and elicits antibodies targeting three distinct epitopes","Hoffenberg S, Powell R, Carpov A, Wagner D, Wilson A, Kosakovsky Pond S, Lindsay R, Arendt H, Destefano J, Phogat S, Poignard P, Fling SP, Simek M, Labranche C, Montefiori D, Wrin T, Phung P, Burton D, Koff W, King CR, Parks CL, Caulfield MJ.","J Virol. 2013 May;87(10):5372-83. doi: 10.1128/JVI.02827-12. Epub 2013 Mar 6.","Hoffenberg S","J Virol","2013","2013/03/08","PMC3648150",',"10.1128/JVI.02827-12"
"33374797","Multiple Recombination Events and Strong Purifying Selection at the Origin of SARS-CoV-2 Spike Glycoprotein Increased Correlated Dynamic Movements","Tagliamonte MS, Abid N, Borocci S, Sangiovanni E, Ostrov DA, Kosakovsky Pond SL, Salemi M, Chillemi G, Mavian C.","Int J Mol Sci. 2020 Dec 23;22(1):80. doi: 10.3390/ijms22010080.","Tagliamonte MS","Int J Mol Sci","2020","2020/12/30","PMC7794730",',"10.3390/ijms22010080"
"32119689","Equiprobable discrete models of site-specific substitution rates underestimate the extent of rate variability","Mannino F, Wisotsky S, Kosakovsky Pond SL, Muse SV.","PLoS One. 2020 Mar 2;15(3):e0229493. doi: 10.1371/journal.pone.0229493. eCollection 2020.","Mannino F","PLoS One","2020","2020/03/03","PMC7051046",',"10.1371/journal.pone.0229493"
"23804618","Suppressors of RNAi from plant viruses are subject to episodic positive selection","Murray GG, Kosakovsky Pond SL, Obbard DJ.","Proc Biol Sci. 2013 Jun 26;280(1765):20130965. doi: 10.1098/rspb.2013.0965. Print 2013 Aug 22.","Murray GG","Proc Biol Sci","2013","2013/06/28","PMC3712444",',"10.1098/rspb.2013.0965"
"22457522","Deep sequencing reveals minor protease resistance mutations in patients failing a protease inhibitor regimen","Fisher R, van Zyl GU, Travers SA, Kosakovsky Pond SL, Engelbrech S, Murrell B, Scheffler K, Smith D.","J Virol. 2012 Jun;86(11):6231-7. doi: 10.1128/JVI.06541-11. Epub 2012 Mar 28.","Fisher R","J Virol","2012","2012/03/30","PMC3372173",',"10.1128/JVI.06541-11"
"19625397","Detection of mammalian virulence determinants in highly pathogenic avian influenza H5N1 viruses: multivariate analysis of published data","Lycett SJ, Ward MJ, Lewis FI, Poon AF, Kosakovsky Pond SL, Brown AJ.","J Virol. 2009 Oct;83(19):9901-10. doi: 10.1128/JVI.00608-09. Epub 2009 Jul 22.","Lycett SJ","J Virol","2009","2009/07/24","PMC2748028",',"10.1128/JVI.00608-09"
"20657773","Benchmarking multi-rate codon models","Delport W, Scheffler K, Gravenor MB, Muse SV, Kosakovsky Pond S.","PLoS One. 2010 Jul 21;5(7):e11587. doi: 10.1371/journal.pone.0011587.","Delport W","PLoS One","2010","2010/07/27","PMC2908124",',"10.1371/journal.pone.0011587"
"22045998","Inconsistencies in estimating the age of HIV-1 subtypes due to heterotachy","Wertheim JO, Fourment M, Kosakovsky Pond SL.","Mol Biol Evol. 2012 Feb;29(2):451-6. doi: 10.1093/molbev/msr266. Epub 2011 Oct 31.","Wertheim JO","Mol Biol Evol","2012","2011/11/03","PMC3258043",',"10.1093/molbev/msr266"
"17508277","Computational analysis and identification of amino acid sites in dengue E proteins relevant to development of diagnostics and vaccines","Mazumder R, Hu ZZ, Vinayaka CR, Sagripanti JL, Frost SD, Kosakovsky Pond SL, Wu CH.","Virus Genes. 2007 Oct;35(2):175-86. doi: 10.1007/s11262-007-0103-2. Epub 2007 May 17.","Mazumder R","Virus Genes","2007","2007/05/18",',',"10.1007/s11262-007-0103-2"
"20689581","Correcting the bias of empirical frequency parameter estimators in codon models","Kosakovsky Pond S, Delport W, Muse SV, Scheffler K.","PLoS One. 2010 Jul 30;5(7):e11230. doi: 10.1371/journal.pone.0011230.","Kosakovsky Pond S","PLoS One","2010","2010/08/07","PMC2912764",',"10.1371/journal.pone.0011230"
"18511426","A maximum likelihood method for detecting directional evolution in protein sequences and its application to influenza A virus","Kosakovsky Pond SL, Poon AF, Leigh Brown AJ, Frost SD.","Mol Biol Evol. 2008 Sep;25(9):1809-24. doi: 10.1093/molbev/msn123. Epub 2008 May 29.","Kosakovsky Pond SL","Mol Biol Evol","2008","2008/05/31","PMC2515872",',"10.1093/molbev/msn123"
"19819906","Windshield splatter analysis with the Galaxy metagenomic pipeline","Kosakovsky Pond S, Wadhawan S, Chiaromonte F, Ananda G, Chung WY, Taylor J, Nekrutenko A; Galaxy Team.","Genome Res. 2009 Nov;19(11):2144-53. doi: 10.1101/gr.094508.109. Epub 2009 Oct 9.","Kosakovsky Pond S","Genome Res","2009","2009/10/13","PMC2775585",',"10.1101/gr.094508.109"
"16339909","Neutralizing antibody responses drive the evolution of human immunodeficiency virus type 1 envelope during recent HIV infection","Frost SD, Wrin T, Smith DM, Kosakovsky Pond SL, Liu Y, Paxinos E, Chappey C, Galovich J, Beauchaine J, Petropoulos CJ, Little SJ, Richman DD.","Proc Natl Acad Sci U S A. 2005 Dec 20;102(51):18514-9. doi: 10.1073/pnas.0504658102. Epub 2005 Dec 9.","Frost SD","Proc Natl Acad Sci U S A","2005","2005/12/13","PMC1310509",',"10.1073/pnas.0504658102"
"17397261","Adaptation to human populations is revealed by within-host polymorphisms in HIV-1 and hepatitis C virus","Poon AF, Kosakovsky Pond SL, Bennett P, Richman DD, Leigh Brown AJ, Frost SD.","PLoS Pathog. 2007 Mar;3(3):e45. doi: 10.1371/journal.ppat.0030045.","Poon AF","PLoS Pathog","2007","2007/04/03","PMC1839164",',"10.1371/journal.ppat.0030045"
"29951250","Evaluation of global HIV/SIV envelope gp120 RNA structure and evolution within and among infected hosts","Rife Magalis B, Kosakovsky Pond SL, Summers MF, Salemi M.","Virus Evol. 2018 Jun 21;4(1):vey018. doi: 10.1093/ve/vey018. eCollection 2018 Jan.","Rife Magalis B","Virus Evol","2018","2018/06/29","PMC6014367",',"10.1093/ve/vey018"
"15545249","Column sorting: rapid calculation of the phylogenetic likelihood function","Kosakovsky Pond SL, Muse SV.","Syst Biol. 2004 Oct;53(5):685-92. doi: 10.1080/10635150490522269.","Kosakovsky Pond SL","Syst Biol","2004","2004/11/17",',',"10.1080/10635150490522269"
"22999095","Higher HIV-1 genetic diversity is associated with AIDS and neuropsychological impairment","Hightower GK, Wong JK, Letendre SL, Umlauf AA, Ellis RJ, Ignacio CC, Heaton RK, Collier AC, Marra CM, Clifford DB, Gelman BB, McArthur JC, Morgello S, Simpson DM, McCutchan JA, Grant I, Little SJ, Richman DD, Kosakovsky Pond SL, Smith DM; CHARTER Study Group.","Virology. 2012 Nov 25;433(2):498-505. doi: 10.1016/j.virol.2012.08.028. Epub 2012 Sep 20.","Hightower GK","Virology","2012","2012/09/25","PMC3466337","NIHMS405400","10.1016/j.virol.2012.08.028"
"18515425","Population structure of the genes encoding the polymorphic Plasmodium falciparum apical membrane antigen 1: implications for vaccine design","Duan J, Mu J, Thera MA, Joy D, Kosakovsky Pond SL, Diemert D, Long C, Zhou H, Miura K, Ouattara A, Dolo A, Doumbo O, Su XZ, Miller L.","Proc Natl Acad Sci U S A. 2008 Jun 3;105(22):7857-62. doi: 10.1073/pnas.0802328105. Epub 2008 May 30.","Duan J","Proc Natl Acad Sci U S A","2008","2008/06/03","PMC2409418",',"10.1073/pnas.0802328105"
"24722425","On the validity of evolutionary models with site-specific parameters","Scheffler K, Murrell B, Kosakovsky Pond SL.","PLoS One. 2014 Apr 10;9(4):e94534. doi: 10.1371/journal.pone.0094534. eCollection 2014.","Scheffler K","PLoS One","2014","2014/04/12","PMC3983186",',"10.1371/journal.pone.0094534"
"30045713","phylotree.js - a JavaScript library for application development and interactive data visualization in phylogenetics","Shank SD, Weaver S, Kosakovsky Pond SL.","BMC Bioinformatics. 2018 Jul 25;19(1):276. doi: 10.1186/s12859-018-2283-2.","Shank SD","BMC Bioinformatics","2018","2018/07/27","PMC6060545",',"10.1186/s12859-018-2283-2"
"15892955","Codon volatility does not reflect selective pressure on the HIV-1 genome","Pillai SK, Kosakovsky Pond SL, Woelk CH, Richman DD, Smith DM.","Virology. 2005 Jun 5;336(2):137-43. doi: 10.1016/j.virol.2005.03.014.","Pillai SK","Virology","2005","2005/05/17",',',"10.1016/j.virol.2005.03.014"
"33688681","The emergence and ongoing convergent evolution of the N501Y lineages coincides with a major global shift in the SARS-CoV-2 selective landscape","Martin DP, Weaver S, Tegally H, San EJ, Shank SD, Wilkinson E, Lucaci AG, Giandhari J, Naidoo S, Pillay Y, Singh L, Lessells RJ; NGS-SA; COVID-19 Genomics UK (COG-UK); Gupta RK, Wertheim JO, Nekturenko A, Murrell B, Harkins GW, Lemey P, MacLean OA, Robertson DL, de Oliveira T, Kosakovsky Pond SL.","medRxiv [Preprint]. 2021 Jul 25:2021.02.23.21252268. doi: 10.1101/2021.02.23.21252268.","Martin DP","medRxiv","2021","2021/03/10","PMC7941658",',"10.1101/2021.02.23.21252268"
"22114692","Using HIV transmission networks to investigate community effects in HIV prevention trials","Wertheim JO, Kosakovsky Pond SL, Little SJ, De Gruttola V.","PLoS One. 2011;6(11):e27775. doi: 10.1371/journal.pone.0027775. Epub 2011 Nov 16.","Wertheim JO","PLoS One","2011","2011/11/25","PMC3218056",',"10.1371/journal.pone.0027775"
"16830090","Evidence for positive selection on a sexual reproduction gene in the diatom genus Thalassiosira (Bacillariophyta)","Sorhannus U, Kosakovsky Pond SL.","J Mol Evol. 2006 Aug;63(2):231-9. doi: 10.1007/s00239-006-0016-z. Epub 2006 Jul 7.","Sorhannus U","J Mol Evol","2006","2006/07/11",',',"10.1007/s00239-006-0016-z"
"22448013","Associations between phylogenetic clustering and HLA profile among HIV-infected individuals in San Diego, California","Mehta SR, Kosakovsky Pond SL, Young JA, Richman D, Little S, Smith DM.","J Infect Dis. 2012 May 15;205(10):1529-33. doi: 10.1093/infdis/jis231. Epub 2012 Mar 23.","Mehta SR","J Infect Dis","2012","2012/03/27","PMC3415817",',"10.1093/infdis/jis231"
"18923691","Active methamphetamine use is associated with transmitted drug resistance to non-nucleoside reverse transcriptase inhibitors in individuals with HIV infection of unknown duration","Cachay ER, Moini N, Kosakovsky Pond SL, Pesano R, Lie YS, Aiem H, Butler DM, Letendre S, Mathews WC, Smith DM.","Open AIDS J. 2007;1:5-10. doi: 10.2174/1874613600701010005. Epub 2007 Oct 22.","Cachay ER","Open AIDS J","2007","2008/10/17","PMC2556194",',"10.2174/1874613600701010005"
"17913806","Mapping protease inhibitor resistance to human immunodeficiency virus type 1 sequence polymorphisms within patients","Poon AF, Kosakovsky Pond SL, Richman DD, Frost SD.","J Virol. 2007 Dec;81(24):13598-607. doi: 10.1128/JVI.01570-07. Epub 2007 Oct 3.","Poon AF","J Virol","2007","2007/10/05","PMC2168824",',"10.1128/JVI.01570-07"
"17038448","Evolutionary model selection with a genetic algorithm: a case study using stem RNA","Kosakovsky Pond SL, Mannino FV, Gravenor MB, Muse SV, Frost SD.","Mol Biol Evol. 2007 Jan;24(1):159-70. doi: 10.1093/molbev/msl144. Epub 2006 Oct 12.","Kosakovsky Pond SL","Mol Biol Evol","2007","2006/10/14",',',"10.1093/molbev/msl144"
"20808876","CodonTest: modeling amino acid substitution preferences in coding sequences","Delport W, Scheffler K, Botha G, Gravenor MB, Muse SV, Kosakovsky Pond SL.","PLoS Comput Biol. 2010 Aug 19;6(8):e1000885. doi: 10.1371/journal.pcbi.1000885.","Delport W","PLoS Comput Biol","2010","2010/09/03","PMC2924240",',"10.1371/journal.pcbi.1000885"
"32577659","Natural selection in the evolution of SARS-CoV-2 in bats, not humans, created a highly capable human pathogen","MacLean OA, Lytras S, Weaver S, Singer JB, Boni MF, Lemey P, Kosakovsky Pond SL, Robertson DL.","bioRxiv [Preprint]. 2020 Jul 30:2020.05.28.122366. doi: 10.1101/2020.05.28.122366.","MacLean OA","bioRxiv","2020","2020/06/25","PMC7302214",',"10.1101/2020.05.28.122366"
"18463692","Comparison of immunogen designs that optimize peptide coverage: reply to Fischer et al","Nickle DC, Jojic N, Heckerman D, Jojic V, Kirovski D, Rolland M, Kosakovsky Pond S, Mullins JI.","PLoS Comput Biol. 2008 Jan;4(1):e25. doi: 10.1371/journal.pcbi.0040025.","Nickle DC","PLoS Comput Biol","2008","2008/05/09","PMC2217581",',"10.1371/journal.pcbi.0040025"
"23040890","Sexual transmission of predicted CXCR4-tropic HIV-1 likely originating from the source partner's seminal cells","Gianella S, Mehta SR, Young JA, Vargas MV, Little SJ, Richman DD, Kosakovsky Pond SL, Smith DM.","Virology. 2012 Dec 5;434(1):2-4. doi: 10.1016/j.virol.2012.09.010. Epub 2012 Oct 3.","Gianella S","Virology","2012","2012/10/09","PMC3485073","NIHMS409168","10.1016/j.virol.2012.09.010"
